name,header_url,city,county,postal_cod,latitude,longitude,FORMAL_EN,POP_EST,POP_YEAR,GDP_YEAR,ECONOMY,INCOME_GRP,CONTINENT,REGION_UN,SUBREGION,icon_url
EHove Career Center Fab Lab,,Milan,Ohio,"44846",41.331460423979600,-82.632081015869105,United States of America,"326625791","2017","2016",1. Developed region: G7,1. High income: OECD,North America,Americas,Northern America,
Valley Middle School of STEM's FAB LAB,http://fablabs.io.s3.amazonaws.com/2018/09/12/14/40/01/d17e0970-cae8-4893-99f4-39fd71200845/169.JPG,Apple Valley,,"55124",44.726598799999998,-93.239821899999995,United States of America,"326625791","2017","2016",1. Developed region: G7,1. High income: OECD,North America,Americas,Northern America,
FabLab HaUI,http://fablabs.io.s3.amazonaws.com/2017/10/04/01/30/43/eaab7964-e32e-448f-8173-3d8ded2ebd91/photo_2017-09-26_18-19-07.jpg,Hanoi,,"100000",21.046842000000002,105.784406799999999,Socialist Republic of Vietnam,"96160163","2017","2016",5. Emerging region: G20,4. Lower middle income,Asia,Asia,South-Eastern Asia,
First Tech Innovation Lab,http://fablabs.io.s3.amazonaws.com/2017/01/28/14/50/09/3a29574c-a74e-48c8-83a0-68f4df674038/First Tech Innovation Lab.jpg,Kaohsiung,,"824",22.755750078799402,120.335083270360997,People's Republic of China,"1379302771","2017","2016",3. Emerging region: BRIC,3. Upper middle income,Asia,Asia,Eastern Asia,
Dolomiti Concept Lab,http://fablabs.io.s3.amazonaws.com/2017/01/28/14/50/11/c52a2f48-0314-4821-bf4a-70498d643a1f/Dolomiti Concept Lab.jpg,Taibon Agordino,Belluno,"32027",46.300240000000002,12.011575000000001,Italian Republic,"62137802","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Southern Europe,./0.png
Albilab,http://fablabs.io.s3.amazonaws.com/2017/01/28/14/50/14/d852ff57-8da2-4870-be6a-71d309f44955/Albilab.jpg,Albi,,"81000",43.920102999999997,2.181444999999940,French Republic,"67106161","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Western Europe,./0.png
FabLabUM,http://fablabs.io.s3.amazonaws.com/2017/01/28/14/50/16/05f87795-3034-4905-9e48-ea3d5b5d2cf3/FabLabUM.jpg,??????,Moscow city,"107023",55.781534999999998,37.711299699999898,Russian Federation,"142257519","2017","2016",3. Emerging region: BRIC,3. Upper middle income,Europe,Europe,Eastern Europe,./0.png
Fablab STMC,http://fablabs.io.s3.amazonaws.com/2017/01/28/14/50/18/64076df1-4d34-4995-b9ae-cb79849c1eee/Fablab STMC.jpg,Tainan City,,"73048",23.130636299999999,120.290958300000000,People's Republic of China,"1379302771","2017","2016",3. Emerging region: BRIC,3. Upper middle income,Asia,Asia,Eastern Asia,
Fab Lab Tulsa,http://fablabs.io.s3.amazonaws.com/2018/02/15/21/15/04/6c695fae-6c32-4c70-baa5-f1c759795e85/21728103_1549752501735329_4480053167544218415_n.jpg,Tulsa,Oklahoma,"74104",36.150464499999998,-95.958365799999996,United States of America,"326625791","2017","2016",1. Developed region: G7,1. High income: OECD,North America,Americas,Northern America,
At3flo,http://fablabs.io.s3.amazonaws.com/2021/12/23/11/08/06/f63592ab-874d-45df-9357-572ad7477662/PANO_20201128_160614.jpg,Ins,Bern,"3232",47.004300000000001,7.106496000000000,Swiss Confederation,"8236303","2017","2016",2. Developed region: nonG7,1. High income: OECD,Europe,Europe,Western Europe,./0.png
Bright Up,http://fablabs.io.s3.amazonaws.com/2017/11/22/18/20/40/fc53b862-dce9-4cf5-90ed-298e8b811847/IMG-1748.JPG,Al Khobar,,,26.216737999999999,50.198270500000000,Kingdom of Saudi Arabia,"28571770","2017","2016",2. Developed region: nonG7,2. High income: nonOECD,Asia,Asia,Western Asia,
BiblioLab Lelystad,http://fablabs.io.s3.amazonaws.com/2017/01/28/14/50/21/5ac359f4-2469-499b-80ed-3ce638458e8a/BiblioLab Lelystad.jpg,Lelystad,Flevoland,8232 VX,52.507974699999998,5.473004899999980,Kingdom of the Netherlands,"17084719","2017","2016",2. Developed region: nonG7,1. High income: OECD,Europe,Europe,Western Europe,./0.png
'AckLab - ateliers d'innovation architecturale - architectural innovation studio,,Vaulx-en-Velin,Auvergne-Rh�ne/Alpes,"69120",45.779857399999997,4.923672700000000,French Republic,"67106161","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Western Europe,./0.png
Isfahan Green Lab,http://fablabs.io.s3.amazonaws.com/2020/09/28/13/58/20/66655726-bb00-49a5-a37b-49699d0b50d1/WhatsApp Image 2019-09-27 at 2.20.39 PM.jpeg,Isfahan,Isfahan,,32.551805000000002,51.688661199999999,Islamic Republic of Iran,"82021564","2017","2016",5. Emerging region: G20,3. Upper middle income,Asia,Asia,Southern Asia,
Fab Lab Palestine,http://fablabs.io.s3.amazonaws.com/2018/05/25/12/49/07/4790cd9f-462b-424e-98bf-52378217cead/26195317_1912790979036926_5205786663966051344_n.png,Nablus,,"00972",32.224782266921700,35.250582686694301,West Bank and Gaza,"4543126","2017","2016",6. Developing region,4. Lower middle income,Asia,Asia,Western Asia,
FAB@CIC,,Boston,MA,"02109",42.357004000000003,-71.057619000000003,United States of America,"326625791","2017","2016",1. Developed region: G7,1. High income: OECD,North America,Americas,Northern America,
Barclays Eagle Lab Cambridge,,Cambridge,,CB1 7BN,52.189214361654301,0.138665508038684,United Kingdom of Great Britain and Northern Ireland,"64769452","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Northern Europe,./0.png
Fablab Unilasalle,http://fablabs.io.s3.amazonaws.com/2017/01/28/14/50/28/5d91171b-fb44-4b90-82bc-a741e9ebb842/Fablab Unilasalle.jpg,Canoas,Rio Grande do Sul,92010-000,-29.917480800000000,-51.181708000000000,Federative Republic of Brazil,"207353391","2017","2016",3. Emerging region: BRIC,3. Upper middle income,South America,Americas,South America,
Barclays Eagle Labs Brighton,,Brighton,,BN1 4QU,50.833725937306497,-0.139293856431323,United Kingdom of Great Britain and Northern Ireland,"64769452","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Northern Europe,./0.png
Fox Valley Technical College,,Appleton,Wisconsin,"54911",44.261930900000003,-88.415384700000004,United States of America,"326625791","2017","2016",1. Developed region: G7,1. High income: OECD,North America,Americas,Northern America,
Barclays Eagle Labs Bournemouth,,Bournemouth,,BH12 1AZ,50.724057199999997,-1.906289300000030,United Kingdom of Great Britain and Northern Ireland,"64769452","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Northern Europe,./0.png
Fablab UP Cebu,http://fablabs.io.s3.amazonaws.com/2018/10/29/08/39/03/69bdf960-1353-4fdd-ab39-e0d189429f69/fablab-compilation.jpg,Cebu City,,,10.322424000000000,123.898724000000001,Republic of the Philippines,"104256076","2017","2016",5. Emerging region: G20,4. Lower middle income,Asia,Asia,South-Eastern Asia,
BerryLab36,http://fablabs.io.s3.amazonaws.com/2017/01/28/14/50/42/75c7efd5-52a6-4cad-87e3-1b4048b60ac9/BerryLab36.jpg,Ch�teauroux,,"36000",46.812097167980603,1.675165199861110,French Republic,"67106161","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Western Europe,./0.png
Make in Nuoro,http://fablabs.io.s3.amazonaws.com/2017/01/28/14/50/44/2c9acdc7-7fb1-4c5a-a4f3-dc995902bf5b/Make in Nuoro.jpg,Nuoro,Italia,"08100",40.326371000000002,9.307090900000050,Italian Republic,"62137802","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Southern Europe,./0.png
Blolab Cotonou,http://fablabs.io.s3.amazonaws.com/2017/01/28/14/50/46/625c40a6-a14a-4efb-9820-4438d52256bc/Blolab Cotonou.jpg,Cotonou,Cotonou,"229",6.370400400000000,2.392160300000000,Republic of Benin,"11038805","2017","2016",7. Least developed region,5. Low income,Africa,Africa,Western Africa,
Fab Lab Masterton,http://fablabs.io.s3.amazonaws.com/2018/02/03/00/25/08/668287d7-b6b3-4fee-8645-5fbb9348f705/Ucol Fab Lab4.jpg,Masterton,Wairarapa,"5810",-40.948621699999997,175.663261799999987,New Zealand,"4510327","2017","2016",2. Developed region: nonG7,1. High income: OECD,Oceania,Oceania,Australia and New Zealand,
FabLab Xnergic,http://fablabs.io.s3.amazonaws.com/2017/01/28/14/50/51/cb6b0761-e927-4d60-9c39-0bb18be82463/FabLab Xnergic.jpg,Matar�,Barcelona,"08302",41.527504800000003,2.433572400000000,Kingdom of Spain,"48958159","2017","2016",2. Developed region: nonG7,1. High income: OECD,Europe,Europe,Southern Europe,./0.png
Fab Lab Guarda,http://fablabs.io.s3.amazonaws.com/2017/01/28/14/50/54/ee6182c7-57aa-4510-94f3-cf02593b4734/Fab Lab Guarda.jpg,Guarda,,6300-559,40.542324000000001,-7.283649100000050,Portuguese Republic,"10839514","2017","2016",2. Developed region: nonG7,1. High income: OECD,Europe,Europe,Southern Europe,./0.png
"Fox Valley Technical College, site #2",,Oshkosh,Wisconsin,"54901",44.024706199999997,-88.542613599999996,United States of America,"326625791","2017","2016",1. Developed region: G7,1. High income: OECD,North America,Americas,Northern America,
FabLab CNH2,,Puertollano,Ciudad Real,"13500",38.701223700000000,-4.114865199999940,Kingdom of Spain,"48958159","2017","2016",2. Developed region: nonG7,1. High income: OECD,Europe,Europe,Southern Europe,./0.png
Wake'n'Make,,San Giovanni in Persiceto,Bologna,"40017",44.640716800000000,11.185674499999999,Italian Republic,"62137802","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Southern Europe,./0.png
FabLaBrindisi,http://fablabs.io.s3.amazonaws.com/2017/01/28/14/50/59/37696d46-502d-4de6-8206-feb12dc1873b/FabLaBrindisi.jpg,Brindisi,Italia,"72100",40.632984700000002,17.929323799999999,Italian Republic,"62137802","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Southern Europe,./0.png
FabLab Bionica,,????????????,?????????????? ????,"357100",63.314425200000002,105.418248899999995,Russian Federation,"142257519","2017","2016",3. Emerging region: BRIC,3. Upper middle income,Europe,Europe,Eastern Europe,./0.png
KromLab�ro Caserta FabLab,http://fablabs.io.s3.amazonaws.com/2019/12/12/14/13/10/319b4c6d-807a-4571-a495-b0f0a8eac93b/Copertina Fb 3DFuel2.png,Maddaloni,"Caserta, Italia","81024",41.042712199999997,14.381532600000000,Italian Republic,"62137802","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Southern Europe,./0.png
Kamorking38,http://fablabs.io.s3.amazonaws.com/2017/01/28/14/51/02/2f188585-cf7b-4bc9-ac78-7f377ae82264/Kamorking38.jpg,Novosibirsk,,"630075",55.064968652514800,82.936021139881205,Russian Federation,"142257519","2017","2016",3. Emerging region: BRIC,3. Upper middle income,Europe,Europe,Eastern Europe,./0.png
FABLAB FREEFORM,http://fablabs.io.s3.amazonaws.com/2017/01/28/14/51/05/4a8dc17c-0f0e-4cae-a58f-fefaad72f287/FABLAB FREEFORM.jpg,Singapore,Singapore,"318992",1.342752200000000,103.851154399999999,Republic of Singapore,"5888926","2017","2016",6. Developing region,2. High income: nonOECD,Asia,Asia,South-Eastern Asia,
Fabinka,http://fablabs.io.s3.amazonaws.com/2017/01/28/14/51/07/d685934a-3500-4405-a605-f0ef1f58cd49/Fabinka.jpg,Kaluga,Kaluga region,"248001",54.528167000000003,36.293259900000102,Russian Federation,"142257519","2017","2016",3. Emerging region: BRIC,3. Upper middle income,Europe,Europe,Eastern Europe,./0.png
Fablab Puiching (Macao),http://fablabs.io.s3.amazonaws.com/2017/01/28/14/51/08/c3e78df9-a0d9-4cc3-bd55-75a52f38c7ee/Fablab Puiching (Macao).jpg,Macao,,"999078",22.201550800000000,113.548234500000007,"Macao Special Administrative Region, PRC","601969","2017","2016",6. Developing region,2. High income: nonOECD,Asia,Asia,Eastern Asia,
University of Wisconsin-Stout,,Menomonie,Wisconsin,"54751",44.875518300000003,-91.919342200000003,United States of America,"326625791","2017","2016",1. Developed region: G7,1. High income: OECD,North America,Americas,Northern America,
Maker Lab,http://fablabs.io.s3.amazonaws.com/2017/06/19/09/20/57/cae82b60-3b4d-4fd5-85b9-5767cdbffb2f/IMG_6762.JPG,Kaohsiung,Taiwan,"813",22.659856600000001,120.303318899999994,People's Republic of China,"1379302771","2017","2016",3. Emerging region: BRIC,3. Upper middle income,Asia,Asia,Eastern Asia,
FabLab Makerspace Rheinfelden,,Rheinfelden,Aargau,"4310",47.549339000000003,7.774087600000030,Swiss Confederation,"8236303","2017","2016",2. Developed region: nonG7,1. High income: OECD,Europe,Europe,Western Europe,./0.png
FabLab MDHS,http://fablabs.io.s3.amazonaws.com/2018/03/03/09/26/46/45ec2163-87bf-4d1f-b5de-000f47f99f85/24068437_1973949946214157_7146466123176116881_o.jpg,,,"414",24.106963100000002,120.635649599999994,People's Republic of China,"1379302771","2017","2016",3. Emerging region: BRIC,3. Upper middle income,Asia,Asia,Eastern Asia,
FabLabMilano - Fare le Idee,http://fablabs.io.s3.amazonaws.com/2017/01/28/14/51/14/ed924beb-bf2d-47e7-8c98-5ccb2c8672df/FabLabMilano - Fare le Idee.jpg,Milano,Milano,"20156",45.502716999999997,9.153000000000020,Italian Republic,"62137802","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Southern Europe,./0.png
FabLabSibay,http://fablabs.io.s3.amazonaws.com/2017/12/07/10/16/31/c545acc0-e837-4d5b-b6f6-bdab962420dc/11.jpg,?????,,,52.718516999999999,58.681806000000101,Russian Federation,"142257519","2017","2016",3. Emerging region: BRIC,3. Upper middle income,Europe,Europe,Eastern Europe,./0.png
FabLab UPA,http://fablabs.io.s3.amazonaws.com/2018/10/30/14/23/33/1b48a9ed-cb3e-4dcc-ada8-c3a1876495d9/IMG_20180914_165504-min.jpg,San Lorenzo,San Lorenzo/Central/Paraguay,"2160",-25.342155900000002,-57.541733899999997,Republic of Paraguay,"6943739","2017","2016",5. Emerging region: G20,4. Lower middle income,South America,Americas,South America,
FABLAB TECHPARK,,Tbilisi,Georgia,"0105",41.688422899999999,44.769779900000003,Georgia,"4926330","2017","2016",6. Developing region,4. Lower middle income,Asia,Asia,Western Asia,
FabLabKL,,Kuala Lumpur,Federal Territory,"50480",3.157905700000000,101.690907300000006,Malaysia,"31381992","2017","2016",6. Developing region,3. Upper middle income,Asia,Asia,South-Eastern Asia,
Stoughton High School,http://fablabs.io.s3.amazonaws.com/2018/12/17/16/52/23/fb5b38f6-a191-47af-8c53-b9ff86df710b/fablabstoughton2.jpg,Stoughton,Wisconsin,"53589",42.923418099999999,-89.235207599999995,United States of America,"326625791","2017","2016",1. Developed region: G7,1. High income: OECD,North America,Americas,Northern America,
L'Atelier du PlayLab,http://fablabs.io.s3.amazonaws.com/2017/01/28/14/51/21/45e3625b-9a5b-4cbd-a252-4f8ebeb43043/L'Atelier du PlayLab.jpg,Toulouse,,"31400",43.561407099999997,1.501898200000030,French Republic,"67106161","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Western Europe,./0.png
Fab Lab ZOI,http://fablabs.io.s3.amazonaws.com/2018/11/21/00/20/12/e46f6397-55a3-4250-953d-58b1e2fcb440/Torno.jpg,Quito,Pichincha,"170522",-0.176959100000000,-78.493030300000001,Republic of Ecuador,"16290913","2017","2016",6. Developing region,3. Upper middle income,South America,Americas,South America,
Fab Lab Escola SESI - Vila Leopoldina,http://fablabs.io.s3.amazonaws.com/2017/01/28/14/51/27/b36ad26b-38de-40fc-90d2-2b7880dca39c/Fab Lab Escola Sesi SP.jpg,S�o Paulo,S�o Paulo,05303-902,-23.527862200000001,-46.729638199999997,Federative Republic of Brazil,"207353391","2017","2016",3. Emerging region: BRIC,3. Upper middle income,South America,Americas,South America,
Fablab ITA,http://fablabs.io.s3.amazonaws.com/2017/01/28/14/51/30/f187d0cf-8aa4-4ebd-aa83-cc3535e0d5eb/Fablab ITA.jpg,Itabuna,Bahia,45604-105,-14.780674990445799,-39.267913180911997,Federative Republic of Brazil,"207353391","2017","2016",3. Emerging region: BRIC,3. Upper middle income,South America,Americas,South America,
Wadi Makkah,http://fablabs.io.s3.amazonaws.com/2017/01/28/14/51/33/61319c4d-292d-43f8-aa4f-08eeaa9919dc/Wadi Makkah.jpg,Mecca,Mecca,"24381",21.324507300000000,39.959675500000003,Kingdom of Saudi Arabia,"28571770","2017","2016",2. Developed region: nonG7,2. High income: nonOECD,Asia,Asia,Western Asia,
Seoul Innovation Fab Lab,http://fablabs.io.s3.amazonaws.com/2017/01/28/14/51/37/2835dfbe-731d-4aed-9eec-d6ac0ef64559/Seoul Innovation Fab Lab.jpg,?????,,"03371",37.608416699999999,126.933753199999998,Republic of Korea,"51181299","2017","2016",4. Emerging region: MIKT,1. High income: OECD,Asia,Asia,Eastern Asia,
Atelier Num�rique Romorantin,http://fablabs.io.s3.amazonaws.com/2017/01/28/14/51/39/38f839b5-9e47-4170-afda-418f529f926c/Atelier Num�rique Romorantin.jpg,Romorantin-Lanthenay,Centre Val de Loire,"41200",47.355213287762197,1.752272506745840,French Republic,"67106161","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Western Europe,./0.png
FabLab Vancouver,,Vancouver,BC,,49.266285300000000,-123.099149699999998,Canada,"35623680","2017","2016",1. Developed region: G7,1. High income: OECD,North America,Americas,Northern America,
Open-fab,http://fablabs.io.s3.amazonaws.com/2018/07/04/07/44/56/fd5e3fe7-9982-4c61-b8da-b4d01115d425/Ozyegin_Uni_GE_Innovasyon_Merkezi_125.JPG,Istanbul,�ekmek�y,"34415",41.031448900000001,29.258431800000000,Republic of Turkey,"80845215","2017","2016",4. Emerging region: MIKT,3. Upper middle income,Asia,Asia,Western Asia,
Hacker Lab,http://fablabs.io.s3.amazonaws.com/2020/05/12/22/40/42/1de367be-a19a-462a-90c2-9ee130174e44/EmptySpacePano-900w.png,Sacramento,California,"95816",38.566201999999997,-121.476067299999997,United States of America,"326625791","2017","2016",1. Developed region: G7,1. High income: OECD,North America,Americas,Northern America,
Fablab Brussels,http://fablabs.io.s3.amazonaws.com/2018/11/27/22/14/08/0f6f3787-f88e-4e56-97a6-6ed6a0001fb0/IMG_20181004_141453621 - lr.jpg,Elsene,Brussels,"1050",50.822372929746301,4.386691248162830,Kingdom of Belgium,"11491346","2017","2016",2. Developed region: nonG7,1. High income: OECD,Europe,Europe,Western Europe,./0.png
MillauLab,http://fablabs.io.s3.amazonaws.com/2018/06/17/08/08/00/d2e8217d-b239-4da2-8067-5ae22993ccdd/2018_Lab_pano_03c.jpg,Millau,Aveyron,"12100",44.099136000000001,3.079633999999940,French Republic,"67106161","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Western Europe,./0.png
Fablab Leoben,,Leoben,,"8700",47.381000800000002,15.096260300000001,Republic of Austria,"8754413","2017","2016",2. Developed region: nonG7,1. High income: OECD,Europe,Europe,Western Europe,./0.png
MAKLAB - Micro Manufacturing,http://fablabs.io.s3.amazonaws.com/2017/01/28/14/51/43/70f0c8fd-0040-47c5-a103-a3ba5bbb46ec/MAKLAB - Micro Manufacturing.jpg,Glasgow,,G5 8AD,55.853378300000003,-4.260112400000030,United Kingdom of Great Britain and Northern Ireland,"64769452","2017","2016",1. Developed region: G7,1. High income: OECD,Europe,Europe,Northern Europe,./0.png
